DBN,Year,Mean_Scale_Score_e,Mean_Scale_Score_m,Total Enrollment,% Asian,% Black,% Hispanic,% Multi-Racial,% Native American,%_White,% Missing Race/Ethnicity Data,% SWD,% ELL,% Poverty,ENI,p_tested_e,p_tested_m,% POC
01M839,2019,607.989502,606.442749,362,0.2154696136713028,0.12983424961566925,0.4060773551464081,0.03038674034178257,0.008287292905151844,0.20994475483894348,0,0.27624309062957764,0.019337017089128494,0.6740331649780273,0.6658397912979126,0.7900552486187845,0.7237569060773481,0.7900552451610565
01M839,2022,604.8677979,600.883728,322,0.1304347813129425,0.17080745100975037,0.4503105580806732,0.01552795059978962,0,0.23291926085948944,0,0.30434781312942505,0.04658384993672371,0.6583850979804993,0.6301987767219543,0.7515527950310559,0.6677018633540373,0.7670807391405106
02M001,2018,604.24646,602.5205688,318,0.5345911979675293,0.17610062658786774,0.2578616440296173,0.006289307959377766,0.003144653979688883,0.01886792480945587,0.003144653979688883,0.2830188572406769,0.2012578547000885,0.8081761002540588,0.8425785899162292,0.44654088050314467,0.4591194968553459,0.9811320751905441
02M001,2019,601.1893921,603.8432617,295,0.498305082321167,0.17966102063655853,0.2847457528114319,0.006779660936444998,0.003389830468222499,0.023728813976049423,0.003389830468222499,0.2881355881690979,0.18983051180839539,0.7762711644172668,0.8336564898490906,0.44745762711864406,0.4542372881355932,0.9762711860239506
02M001,2022,591.6489258,592.1799927,219,0.37442922592163086,0.2557077705860138,0.2785388231277466,0.01826483942568302,0.00913241971284151,0.06392694264650345,0,0.21461187303066254,0.17351597547531128,0.7442922592163086,0.8150691390037537,0.4292237442922374,0.45662100456621,0.9360730573534966
02M002,2018,608.7423096,609.3653564,552,0.7862318754196167,0.05253623053431511,0.14855071902275085,0.0018115942366421223,0.0018115942366421223,0.009057970717549324,0,0.22826087474822998,0.32608696818351746,0.95,0.910420298576355,0.47101449275362317,0.47101449275362317,0.9909420292824507
02M002,2019,607.6772461,609.2687378,483,0.759834349155426,0.08074533939361572,0.14699792861938477,0,0,0.012422360479831696,0,0.23602484166622162,0.31677019596099854,0.9316770434379578,0.9091594219207764,0.4554865424430642,0.4699792960662526,0.9875776395201683
02M002,2022,605.8312988,601.6547852,358,0.6424580812454224,0.1312849223613739,0.1955307275056839,0,0,0.03072625771164894,0,0.2653631269931793,0.31564244627952576,0.9217877388000488,0.8700644373893738,0.46368715083798884,0.4692737430167598,0.9692737422883511
02M003,2018,613.614563,613.2999878,753,0.0863213837146759,0.057104915380477905,0.13811421394348145,0.04515272378921509,0.005312085151672363,0.6666666865348816,0.0013280212879180908,0.20849934220314026,0.03187251091003418,0.21912351250648499,0.20157769322395325,0.38247011952191234,0.37184594953519257,0.3333333134651184
02M003,2019,614.3799438,612.1591797,731,0.09439124166965485,0.05335157364606857,0.1627907007932663,0.051983583718538284,0.005471956450492144,0.6306429505348206,0.001367989112623036,0.21067030727863312,0.04377565160393715,0.22982215881347656,0.18379807472229004,0.3816689466484268,0.3953488372093023,0.36935704946517944
02M003,2022,613.7025757,608.7974854,570,0.08245614171028137,0.04736842215061188,0.17192982137203217,0.031578946858644485,0.005263158120214939,0.6614035367965698,0,0.19298245012760162,0.04736842215061188,0.23157894611358643,0.2098156064748764,0.4070175438596491,0.41578947368421054,0.3385964632034302
02M006,2018,622.7033081,622.5478516,694,0.1484149843454361,0.024495678022503853,0.06484150141477585,0.011527377180755138,0.0028818442951887846,0.7449567914009094,0.0028818442951887846,0.17002882063388824,0.028818443417549133,0.11959654092788696,0.12392651289701462,0.4322766570605187,0.4365994236311239,0.2550432085990906
02M006,2019,622.2357178,619.977417,671,0.1713859885931015,0.0238450076431036,0.06110282987356186,0.0119225038215518,0.00298062595538795,0.7272727489471436,0.001490312977693975,0.16840536892414093,0.032786883413791656,0.1236959770321846,0.10489104688167572,0.3919523099850969,0.39642324888226527,0.27272725105285645
02M006,2022,619.746582,617.1973267,573,0.17277486622333527,0.020942408591508865,0.12041884660720825,0.026178009808063507,0.0017452007159590721,0.6544502377510071,0.0034904014319181442,0.15532286465168,0.033158812671899796,0.10471203923225403,0.08654306083917618,0.3856893542757417,0.38917975567190227,0.3455497622489929
02M011,2018,613.8469849,612.2907715,923,0.1581798493862152,0.06175514683127403,0.24160346388816833,0.06283856928348541,0.0010834236163645983,0.47345611453056335,0.0010834236163645983,0.1484290361404419,0.032502707093954086,0.3001083433628082,0.34371721744537354,0.4886240520043337,0.49187432286023836,0.5265438854694366
02M011,2019,615.1506348,612.2678223,888,0.15427927672863007,0.05743243172764778,0.2432432472705841,0.07995495200157166,0.0022522523067891598,0.4605855941772461,0.0022522523067891598,0.15878377854824066,0.03265765681862831,0.31869369745254517,0.34053048491477966,0.4560810810810811,0.4583333333333333,0.5394144058227539
02M011,2022,613.5584717,610.9647827,731,0.1737346053123474,0.06976744532585144,0.24487003684043884,0.07797537744045258,0.004103966988623142,0.42954856157302856,0,0.12995895743370056,0.02872776985168457,0.300957590341568,0.37683379650115967,0.46785225718194257,0.466484268125855,0.5704514384269714
02M033,2018,613.1353149,610.6711426,650,0.22615385055541992,0.18000000715255737,0.2815384566783905,0.07999999821186066,0.003076923079788685,0.22923077642917633,0,0.1553846150636673,0.04461538419127464,0.48153847455978394,0.4993661642074585,0.46615384615384614,0.4584615384615385,0.7707692235708237
02M033,2019,612.0419312,610.6526489,632,0.23575949668884277,0.1835443079471588,0.28797468543052673,0.08227848261594772,0.006329114083200693,0.2041139304637909,0,0.1693038046360016,0.06012658402323723,0.49367088079452515,0.49406698346138,0.4525316455696203,0.4509493670886076,0.7958860695362091
02M033,2022,611.9140015,607.5345459,510,0.2549019753932953,0.19411765038967133,0.2803921699523926,0.07058823853731155,0.003921568859368563,0.19607843458652496,0,0.17058824002742767,0.06078431382775307,0.5117647051811218,0.4957941174507141,0.43333333333333335,0.42549019607843136,0.803921565413475
